name,category,order,church,start,end,years,is_open
"Dailey, Harold Gilbert",retired,Elder,Kyle UMC,2002,2009,7,0
"Dailey, Harold Gilbert",retired,Elder,La Feria UMC,2009,2015,6,0
"Dailey, Harold Gilbert",retired,Elder,Devine UMC,2015,2020,5,0
"Davis, Curtis Jeffrey",active_church,Elder,Austin: Westlake,2020,2023,3,0
"Davis, Curtis Jeffrey",active_church,Elder,Austin: Lake Travis,2023,2023,0,0
"Davis, Curtis Jeffrey",active_church,Elder,Pflugerville UMC,2023,2025,2,1
"Davis, William Clyde, Jr.",extension,Elder,El Paso: Emmanuel,2010,2013,3,0
"Davis, William Clyde, Jr.",extension,Elder,La Feria UMC,2015,2018,3,0
"Day, Nancy",retired,Elder,Austin: Berkeley UMC,1996,1998,2,0
"Day, Nancy",retired,Elder,Austin: Faith UMC,1998,2002,4,0
"Day, Nancy",retired,Elder,Luling: First UMC,2002,2009,7,0
"Day, Nancy",retired,Elder,SAng: St. Luke,2009,2011,2,0
"Day, Nancy",retired,Elder,Buda UMC,2011,2018,7,0
"Day, Nancy",retired,Elder,Lockhart: First UMC,2018,2020,2,0
"De Leon, Jaime Derio",extension,Elder,Las Cruces: El Calvario,1994,1996,2,0
"De Leon, Jaime Derio",extension,Elder,Division of Chaplains,1996,2005,9,0
"De Leon, Jaime Derio",extension,Elder,St. John's,2005,2008,3,0
"De Leon, Jaime Derio",extension,Elder,Leave of Absense,2008,2011,3,0
"Deaton, Mark Stephen",retired,Elder,SAng: Lakeview / Paint Rock,1991,1995,4,0
"Deaton, Mark Stephen",retired,Elder,Bulverde UMC,1995,2005,10,0
"Deaton, Mark Stephen",retired,Elder,Bulverde/New Creation,2005,2006,1,0
"Deaton, Mark Stephen",retired,Elder,Bulverde UMC,2006,2011,5,0
"Deaton, Mark Stephen",retired,Elder,SAng: First UMC,2011,2013,2,0
"Decker, Anna Margaret",retired,Elder,Aransas Pass UMC,1999,2002,3,0
"Decker, Anna Margaret",retired,Elder,Sinton: First UMC,2002,2010,8,0
"Decker, Anna Margaret",retired,Elder,SAnt: Trinity UMC,2010,2014,4,0
"Delafield, Alan Earl",retired,Elder,Point Comfort / Lolita,1997,2001,4,0
"Delafield, Alan Earl",retired,Elder,La Vernia,2001,2006,5,0
"Delafield, Alan Earl",retired,Elder,CC: Asbury,2006,2008,2,0
"Delafield, Alan Earl",retired,Elder,Brady: First UMC,2008,2011,3,0
"Delafield, Alan Earl",retired,Elder,SAnt: St. Matthew's UMC,2011,2018,7,0
"Devine, Jeanne Denise",retired,Elder,SAnt: Trinity UMC,1977,1979,2,0
"Devine, Jeanne Denise",retired,Elder,Lakehills UMC,1980,1982,2,0
"Devine, Jeanne Denise",retired,Elder,Brownsville: First,1982,1987,5,0
"Devine, Jeanne Denise",retired,Elder,KSW Conf - Wichita: Hyde Park,1988,1988,0,0
"Devine, Jeanne Denise",retired,Elder,KSW Conf - Sedgwick,1988,1992,4,0
"Devine, Jeanne Denise",retired,Elder,KSW Conf - Wichita: Hyde Park,1992,1996,4,0
"Devine, Jeanne Denise",retired,Elder,KSW Conf - Wichita: College Hill,1996,1998,2,0
"Devine, Jeanne Denise",retired,Elder,SAnt: Trinity UMC,2004,2010,6,0
"Devine, Jeanne Denise",retired,Elder,Austin: Berkeley UMC,2010,2016,6,0
"Dillon, David Wayne",active_church,Local pastor,Kyle UMC,2009,2011,2,0
"Dillon, David Wayne",active_church,Local pastor,Winchester,2011,2013,2,0
"Dillon, David Wayne",active_church,Local pastor,Harwood / Prairie Lea,2013,2021,8,0
"Dillon, David Wayne",active_church,Local pastor,Mercedes,2021,2025,4,1
"Dixon, Freddie B., Sr.",retired,Elder,Beeville: First UMC,1970,1973,3,0
"Dixon, Freddie B., Sr.",retired,Elder,Wesley Chapel UMC,1973,1994,21,0
"Dixon, Freddie B., Sr.",retired,Elder,Universal City UMC,1994,1996,2,0
"Dobbs, Michael Rea",retired,Elder,East Dallas,1978,1979,1,0
"Dobbs, Michael Rea",retired,Elder,Lubbock: La Trinidad,1979,1984,5,0
"Dobbs, Michael Rea",retired,Elder,Midland: El Calvario,1984,1990,6,0
"Dobbs, Michael Rea",retired,Elder,Ft. Worth,1990,1993,3,0
"Dobbs, Michael Rea",retired,Elder,Rio Grande City: FUMC,1993,1995,2,0
"Dobbs, Michael Rea",retired,Elder,Austin: Emmanuel,2000,2010,10,0
"Dobbs, Michael Rea",retired,Elder,Albuquerque: El Buen Samaritano,2012,2012,0,0
"Dobbs, Michael Rea",retired,Elder,Fort Worth: Nueva Vida,2013,2013,0,0
"Dobbs, Michael Rea",retired,Elder,Mathis UMC,2017,2017,0,0
"Dobbs, Michael Rea",retired,Elder,Alice / Mathis,2019,2019,0,0
"Dorantes, Laura Lidia",active_church,Local pastor,SAnt: El Divino Salvador,2020,2022,2,0
"Dorantes, Laura Lidia",active_church,Local pastor,SAnt: Westlawn,2022,2025,3,1
"Dowdy, Terence Jean",retired,Elder,NARK Conf - Melbourne Parish,1976,1977,1,0
"Dowdy, Terence Jean",retired,Elder,Donna: First UMC,1979,1981,2,0
"Dowdy, Terence Jean",retired,Elder,Mathis / Skidmore,1981,1985,4,0
"Dowdy, Terence Jean",retired,Elder,Austin: First UMC,1985,1987,2,0
"Dowdy, Terence Jean",retired,Elder,Austin: Decker UMC,1987,1992,5,0
"Dowdy, Terence Jean",retired,Elder,Austin: St. Luke,1992,1999,7,0
"Dowdy, Terence Jean",retired,Elder,Austin: Hyde Park UMC,1999,2003,4,0
"Dowdy, Terence Jean",retired,Elder,Three Rivers UMC,2003,2005,2,0
"Dowdy, Terence Jean",retired,Elder,Pflugerville UMC,2005,2011,6,0
"Duran, Cesar Mauricio",leave_other,Elder,Laredo: First UMC,2017,2020,3,0
"Duvall, Donald Ray",retired,Other,Shiner: First UMC,1982,1989,7,0
"Duvall, Donald Ray",retired,Other,Big Lake / Barnhart,1989,1997,8,0
"Duvall, Donald Ray",retired,Other,Lockhart: First UMC,1997,2001,4,0
"Duvall, Donald Ray",retired,Other,Martindale,2002,2002,0,0
"Dyke, Barbara Fruin",active_church,Elder,SAng: Genesis Cooperative Parish,2002,2003,1,0
"Dyke, Barbara Fruin",active_church,Elder,SAng: Day Memorial/Grape Creek,2003,2007,4,0
"Dyke, Barbara Fruin",active_church,Elder,Mertzon,2007,2009,2,0
"Dyke, Barbara Fruin",active_church,Elder,Robstown/ Banquete,2009,2012,3,0
"Dyke, Barbara Fruin",active_church,Elder,Staples/Kingsbury/Fentress,2012,2016,4,0
"Dyke, Barbara Fruin",active_church,Elder,Lometa/Bend,2016,2019,3,0
"Dyke, Barbara Fruin",active_church,Elder,Comfort: Gaddis Memorial,2019,2024,5,0
"Dyke, Barbara Fruin",active_church,Elder,La Vernia,2024,2025,1,1
"Dykehouse, Pamela Lynn",extension,Elder,"Other Conference, Waco: Lake Shore UMC",2000,2006,6,0
"Dykehouse, Pamela Lynn",extension,Elder,Woodway UMC,2007,2008,1,0
"Dykehouse, Pamela Lynn",extension,Elder,CC: St. Lukes,2008,2012,4,0
"Dykehouse, Pamela Lynn",extension,Elder,Portland: First UMC,2012,2017,5,0
"Dykehouse, Pamela Lynn",extension,Elder,CC: First UMC,2017,2025,8,0
"Easum, William Milburn",retired,Elder,SAnt: Highland Terrace UMC,1966,1967,1,0
"Easum, William Milburn",retired,Elder,San Juan,1967,1969,2,0
"Easum, William Milburn",retired,Elder,SAnt: Colonial Hills UMC,1969,1993,24,0
"Easum, William Milburn",retired,Elder,"Easum, Bandy & Assoc. Inc., Extension Ministries",1993,2002,9,0
"Edgar, David Ellsworth",retired,Elder,Buda UMC,1970,1972,2,0
"Edgar, David Ellsworth",retired,Elder,Eagle Lake,1972,1977,5,0
"Edgar, David Ellsworth",retired,Elder,MC: St. Mark UMC,1977,1981,4,0
"Edgar, David Ellsworth",retired,Elder,SAnt: Laurel Heights UMC,1981,1984,3,0
"Edgar, David Ellsworth",retired,Elder,CC: St. John's,1984,1989,5,0
"Edgar, David Ellsworth",retired,Elder,SAnt: Trinity UMC,1989,1998,9,0
"Edgar, David Ellsworth",retired,Elder,Boerne: First,1998,2002,4,0
"Edgar, David Ellsworth",retired,Elder,SAnt: Oak Meadow UMC,2016,2016,0,0
"Edgar, James L",retired,Elder,Bulverde UMC,1983,1986,3,0
"Edgar, James L",retired,Elder,Garwood,1986,1989,3,0
"Edgar, James L",retired,Elder,"Adolescent /Child Care Manager, Ext Ministries - River Crest Hosp",1997,1998,1,0
"Edgar, James L",retired,Elder,SAng: Grape Creek,1998,1999,1,0
"Edgar, James L",retired,Elder,SAng: Genesis Cooperative Parish,1999,2002,3,0
"Edgar, James L",retired,Elder,SAnt: Oxford UMC,2002,2009,7,0
"Edison, Matthew Allen",active_church,Elder,Austin: Parker Lane UMC,2018,2019,1,0
"Edison, Matthew Allen",active_church,Elder,Jacobs Chapel,2019,2021,2,0
"Edison, Matthew Allen",active_church,Elder,SAnt: University UMC,2021,2022,1,0
"Edison, Matthew Allen",active_church,Elder,SAnt: St. Matthew's UMC,2025,2025,0,1
"Edmiston, Elizabeth Miller",active_church,Local pastor,Manor UMC,2020,2023,3,0
"Edmiston, Elizabeth Miller",active_church,Local pastor,Austin: Decker,2023,2025,2,1
"Edwards, Kathryn Jane",retired,Elder,Manor UMC,1986,1988,2,0
"Edwards, Kathryn Jane",retired,Elder,Austin: Hyde Park UMC,1990,1994,4,0
"Edwards, Kathryn Jane",retired,Elder,Seguin: First UMC,1994,2001,7,0
"Edwards, Rebecca",active_church,Deacon,"Extension Ministry, Texas Impact Impact",2024,2025,1,1
"Elford, John Robert",retired,Elder,SAng: First UMC,1992,1997,5,0
"Elford, John Robert",retired,Elder,V: John Wesley UMC,1997,2002,5,0
"Elford, John Robert",retired,Elder,CC: St. John's,2002,2010,8,0
"Elford, John Robert",retired,Elder,Austin: University,2010,2021,11,0
"Elford, Linda Seaman",retired,Elder,Harlingen: First UMC,1983,1984,1,0
"Elford, Linda Seaman",retired,Elder,Donna: First UMC,1984,1987,3,0
"Elford, Linda Seaman",retired,Elder,"(PT), SAng: Sierra Vista UMC",1987,1997,10,0
"Elford, Linda Seaman",retired,Elder,"(PT), V: John Wesley UMC",1997,2002,5,0
"Elford, Linda Seaman",retired,Elder,CC: St. John's,2002,2010,8,0
"Elford, Linda Seaman",retired,Elder,Violet Crown City Church,2010,2019,9,0
"Elliott, Mark Vaughn",retired,Elder,Comfort: Gaddis Memorial,1992,1996,4,0
"Elliott, Mark Vaughn",retired,Elder,Brady: First UMC,1996,1998,2,0
"Elliott, Mark Vaughn",retired,Elder,Schertz UMC,1998,2005,7,0
"Elliott, Mark Vaughn",retired,Elder,Crystal City/La Pryor,2006,2013,7,0
"Engstrom, Cynthia Grilk",active_church,Elder,Bastrop UMC,2008,2014,6,0
"Engstrom, Cynthia Grilk",active_church,Elder,Brackettville UMC,2014,2020,6,0
"Engstrom, Cynthia Grilk",active_church,Elder,Universal City,2020,2022,2,0
"Engstrom, Cynthia Grilk",active_church,Elder,SAnt: Travis Park UMC,2022,2025,3,1
"Escamilla, Paul Lynd",retired,Elder,Austin: St. John's,2010,2018,8,0
"Escamilla, Paul Lynd",retired,Elder,SAnt: Laurel Heights UMC,2018,2022,4,0
"Escamilla, Roberto",retired,Elder,RG Conf: Sherman,1954,1955,1,0
"Escamilla, Roberto",retired,Elder,RG Conf: S.A. El Div Salvdr,1955,1961,6,0
"Escamilla, Roberto",retired,Elder,RG Conf: Austin/Emmanuel,1961,1964,3,0
"Escamilla, Roberto",retired,Elder,"Brd of Global Ministries, RG Conf",1964,1967,3,0
"Escamilla, Roberto",retired,Elder,"Bd of Discipleship, RG Conf",1967,1981,14,0
"Escamilla, Roberto",retired,Elder,SAnt: Los Angeles Heights,1981,1985,4,0
"Escamilla, Roberto",retired,Elder,Universal City UMC,1985,1989,4,0
"Escamilla, Roberto",retired,Elder,SAnt: Jefferson UMC,1989,1993,4,0
"Escamilla, Roberto",retired,Elder,Austin: Faith UMC,1993,1997,4,0
"Escamilla, Roberto",retired,Elder,"Assoc Prof World Evangelism, Methodist Theological School, Ohio",1997,2000,3,0
"Esparza, Chansin",active_church,Local pastor,Manchaca UMC,2020,2025,5,1
"Estus, Christopher Austin",active_church,Local pastor,SAnt: Alamo Heights Alamo Heights,2021,2025,4,1
"Evans, Destini",active_church,Local pastor,Harwood / Prairie Lea,2022,2024,2,0
"Evans, Destini",active_church,Local pastor,Prairie Lea UMC / Staples Staples,2024,2025,1,1
"Evans, Stacey Bratton",active_church,Local pastor,Valley Spring,2020,2021,1,0
"Evans, Stacey Bratton",active_church,Local pastor,"Lay Pastor (PT), Valley Spring",2021,2021,0,0
"Evans, Stacey Bratton",active_church,Local pastor,Valley Spring,2021,2025,4,1
"Ewertt, Billy, Jr.",active_church,Elder,Goldthwaite UMC,2020,2025,5,1
"Feagins, John Patrick",active_church,Elder,La Feria UMC,1995,1999,4,0
"Feagins, John Patrick",active_church,Elder,Laredo: Church of the Savior UMC,1999,2003,4,0
"Feagins, John Patrick",active_church,Elder,SAnt: Chapel Hill UMC,2003,2008,5,0
"Feagins, John Patrick",active_church,Elder,SAnt: La Trinidad,2013,2025,12,0
"Feagins, John Patrick",active_church,Elder,Manchaca UMC,2025,2025,0,1
"Feagins, Raquel Cajiri",active_church,Elder,SAnt: Laurel Heights UMC,2008,2010,2,0
"Feagins, Raquel Cajiri",active_church,Elder,SAnt: Jefferson UMC,2010,2010,0,0
"Feagins, Raquel Cajiri",active_church,Elder,SAnt: Jefferson / Los Angeles Heights,2010,2011,1,0
"Feagins, Raquel Cajiri",active_church,Elder,SAnt: Jefferson,2011,2012,1,0
"Feagins, Raquel Cajiri",active_church,Elder,SAnt: La Trinidad,2017,2025,8,0
"Feagins, Raquel Cajiri",active_church,Elder,Austin: Emmanuel,2025,2025,0,1
"Felps, David Ray",active_church,Elder,SAnt: Coker UMC,2008,2013,5,0
"Felps, David Ray",active_church,Elder,SAnt: Chapel Hill UMC,2013,2018,5,0
"Felps, David Ray",active_church,Elder,SAnt: St. Matthew's UMC,2018,2025,7,0
"Felps, David Ray",active_church,Elder,Bastrop UMC,2025,2025,0,1
"Field-Rabb, Suzanne",retired,Elder,"(PT), Austin: Covenant UMC",1994,1995,1,0
"Field-Rabb, Suzanne",retired,Elder,San Marcos: First UMC,1996,2003,7,0
"Field-Rabb, Suzanne",retired,Elder,Austin: University,2006,2007,1,0
"Field-Rabb, Suzanne",retired,Elder,"Ex Sec Youth/Young Adult Min, GBGM",2007,2010,3,0
"Fieldcamp, Steven William",retired,Elder,Haynie Chapel UMC,2000,2002,2,0
"Fieldcamp, Steven William",retired,Elder,CC: First UMC,2002,2010,8,0
"Fieldcamp, Steven William",retired,Elder,Junction / London,2010,2014,4,0
"Fieldcamp, Steven William",retired,Elder,Cross Tracks Church,2014,2018,4,0
"Fielder, Marian Dickinson",retired,Elder,SAnt: Albright / Bethany,1988,1995,7,0
"Fielder, Marian Dickinson",retired,Elder,Taft UMC,1995,1999,4,0
"Fielder, Marian Dickinson",retired,Elder,Smithville: First,1999,2003,4,0
"Fielder, Marian Dickinson",retired,Elder,Lakehills UMC,2003,2004,1,0
"Fields, Ann Brown",retired,Elder,"Vice Pres, Student Affairs, Austin Pres Theo Sem",2001,2009,8,0
"Fitzgold, Katy Megan",leave_other,Elder,Harlingen: First UMC,2008,2010,2,0
"Fitzgold, Katy Megan",leave_other,Elder,Harlingen: FUMC/San Benito: FUMC,2010,2011,1,0
"Fitzgold, Katy Megan",leave_other,Elder,Haynie Chapel / Cedar Creek,2011,2013,2,0
"Fitzgold, Katy Megan",leave_other,Elder,Austin: Faith UMC,2013,2014,1,0
"Fitzgold, Katy Megan",leave_other,Elder,Austin: Oak Hill UMC,2014,2020,6,0
"Fletcher, John Vincent",active_church,Elder,Bandera UMC,2005,2012,7,0
"Fletcher, John Vincent",active_church,Elder,Shiner,2012,2015,3,0
"Fletcher, John Vincent",active_church,Elder,CC: Kelsey Memorial,2015,2025,10,1
"Fletcher, Mae Elizabeth",retired,Local pastor,"(PT), Austin: Berkeley UMC",1990,1995,5,0
"Fletcher, Mae Elizabeth",retired,Local pastor,Smithville: Hart's Chapel/La Grange: St. James,1996,2007,11,0
"Fletcher, Mae Elizabeth",retired,Local pastor,Smithville: Hart's Chapel/La Grange: St. James/Dale: Corinth,2007,2009,2,0
"Fletcher, Mae Elizabeth",retired,Local pastor,Lockhart: St. Mark / Dale: Corinth,2009,2023,14,0
"Flores, Daniel F",active_church,Elder,Dallas: Casa Emanuel,2002,2005,3,0
"Flores, Daniel F",active_church,Elder,"Librarian, Tarrant County College",2014,2019,5,0
"Flores, Daniel F",active_church,Elder,"Librarian, Gordon-Conwell",2024,2025,1,1
"Flores, Thelma Herrera",leave_other,Deacon,"Attend Seminary School, Gordon-Conwell",2013,2018,5,0
"Flowers, John Hardie",active_church,Other,Odem: First UMC,1977,1979,2,0
"Flowers, John Hardie",active_church,Other,Austin: Oak Hill UMC,1979,1995,16,0
"Flowers, John Hardie",active_church,Other,SAnt: Travis Park UMC,1995,2025,30,0
"Floyd, Russell Scott",retired,Elder,Pflugerville UMC,2018,2018,0,0
"Fluth, Janet Clare",retired,Elder,Odem: First UMC,2000,2003,3,0
"Fluth, Janet Clare",retired,Elder,Mc: Trinity UMC,2003,2006,3,0
"Fluth, Janet Clare",retired,Elder,Floresville UMC,2006,2010,4,0
"Fluth, Janet Clare",retired,Elder,SAnt: Oak Meadow UMC,2010,2013,3,0
"Fluth, Janet Clare",retired,Elder,Stockdale: Christ UMC,2013,2015,2,0
"Foley, Ileen R.",retired,Local pastor,Schulenburg: Stevens Chapel,2010,2012,2,0
"Foley, Ileen R.",retired,Local pastor,Schulenburg: Stevens Chapel/Victoria: Genesis Center,2012,2013,1,0
"Foley, Ileen R.",retired,Local pastor,Schulenburg: Stevens Chapel,2013,2013,0,0
"Foley, Ileen R.",retired,Local pastor,Fannin,2013,2018,5,0
"Franklin, Jesse Andree",active_church,Local pastor,Cotulla: First UMC,2018,2023,5,0
"Franklin, Jesse Andree",active_church,Local pastor,Luling: First UMC,2023,2025,2,0
"Franklin, Jesse Andree",active_church,Local pastor,SAnt: Oak Meadow UMC,2025,2025,0,1
"Frederick, Austin, Jr.",retired,Elder,Columbus & Garwood: St. Paul /Altair:Wesley,1981,1983,2,0
"Frederick, Austin, Jr.",retired,Elder,Austin: Simpson UMC,1983,1987,4,0
"Frederick, Austin, Jr.",retired,Elder,Port Lavaca: First,1987,1992,5,0
"Frederick, Austin, Jr.",retired,Elder,"Victoria Dist Superintndt, Southwest Texas Conference",1992,1999,7,0
"Frederick, Austin, Jr.",retired,Elder,"Assistant to the Episcopal Office, Southwest Texas Conference",1999,2009,10,0
"Frederick, Austin, Jr.",retired,Elder,"VP Pastoral Care Services, Methodist Healthcare System",2009,2009,0,0
"Freeman, Jacqueline",extension,Elder,Austin: Decker,2019,2020,1,0
"Freeman, Jacqueline",extension,Elder,Cuero/Rabke,2020,2021,1,0
"Freeman, Jacqueline",extension,Elder,Austin: St. Healthcare System Luke,2021,2025,4,0
"Freeman, Jacqueline",extension,Elder,Rio Texas Conference,2025,2025,0,1
"Freeman, Marcus Antonio",active_church,Elder,Columbus: St. Paul/Altair: Wesley Chapel,1991,1994,3,0
"Freeman, Marcus Antonio",active_church,Elder,Seguin: Wesley Harper UMC,1994,1999,5,0
"Freeman, Marcus Antonio",active_church,Elder,Austin: St. Peter's UMC,1999,2006,7,0
"Freeman, Marcus Antonio",active_church,Elder,SAnt: St. Paul UMC,2006,2014,8,0
"Freeman, Marcus Antonio",active_church,Elder,"Dir Clergy & Lay Leadership Vitality, Rio Texas Conference",2015,2017,2,0
"Freeman, Marcus Antonio",active_church,Elder,Austin: Wesley UMC,2025,2025,0,1
"Freeto, Sharon May",retired,Elder,Ingleside UMC,1999,2000,1,0
"Freeto, Sharon May",retired,Elder,Blanco UMC,2000,2005,5,0
"Freeto, Sharon May",retired,Elder,Nixon,2006,2006,0,0
"Freeto, Sharon May",retired,Elder,Canyon Lake: North Shore UMC,2008,2008,0,0
"Freeto, Sharon May",retired,Elder,SAnt: St. Mark's UMC,2011,2011,0,0
"Freeto, Sharon May",retired,Elder,La Vernia,2012,2012,0,0
"Freeto, Sharon May",retired,Elder,Hondo UMC,2013,2013,0,0
"Freeto, Sharon May",retired,Elder,SAnt: Harlandale,2015,2015,0,0
"Frisbie, William Parker",retired,Elder,SAnt: Travis Park UMC,1989,1993,4,0
"Frisbie, William Parker",retired,Elder,Robert Lee / Water Valley,1993,1995,2,0
"Frisbie, William Parker",retired,Elder,SAnt: University UMC,1995,1999,4,0
"Frisbie, William Parker",retired,Elder,"(PT), SAnt: Travis Park UMC",2001,2002,1,0
"Frisbie, William Parker",retired,Elder,Austin: University,2002,2014,12,0
"Fritsch, Amy",active_church,Local pastor,Bee Creek UMC,2023,2025,2,1
"Fuerst, Taylor",active_church,Other,Austin: First UMC,2016,2025,9,1
"Fulton, Walter B., III",retired,Elder,Austin: Tarrytown UMC,1981,2017,36,0
"Furr, Collin Teele",retired,Elder,Cross Tracks Church,1949,1952,3,0
"Furr, Collin Teele",retired,Elder,RMT Conf - Pleasantville / Carpen,1952,1953,1,0
"Furr, Collin Teele",retired,Elder,RMT Conf - Carpenter/Hillsdle,1953,1955,2,0
"Furr, Collin Teele",retired,Elder,RMT Conf - Rock Springs,1955,1957,2,0
"Furr, Collin Teele",retired,Elder,TX Conf - Edgewood,1957,1961,4,0
"Furr, Collin Teele",retired,Elder,TX Conf - Elkhart,1961,1966,5,0
"Furr, Collin Teele",retired,Elder,TX Conf - Centerville,1966,1967,1,0
"Furr, Collin Teele",retired,Elder,Stockdale / Sutherland,1967,1969,2,0
"Furr, Collin Teele",retired,Elder,Helotes Hills UMC,1969,1972,3,0
"Furr, Collin Teele",retired,Elder,Helotes Hills / Lakehills,1972,1978,6,0
"Furr, Collin Teele",retired,Elder,SAnt: Chapel Hill UMC,1978,1979,1,0
"Galloway, Barbara Ruth",retired,Elder,SAnt: Trinity UMC,1983,1984,1,0
"Galloway, Barbara Ruth",retired,Elder,New Braunfels: First UMC,1984,1986,2,0
"Galloway, Barbara Ruth",retired,Elder,Ganado / Cordele,1986,1989,3,0
"Galloway, Barbara Ruth",retired,Elder,Pearsall UMC,1989,1993,4,0
"Galloway, Barbara Ruth",retired,Elder,SAnt: Jefferson UMC,1993,1996,3,0
"Galloway, Barbara Ruth",retired,Elder,"San Angelo Dist. Supt., Southwest Texas Conference",1996,2002,6,0
"Galloway, Barbara Ruth",retired,Elder,Boerne: First,2002,2007,5,0
"Galloway, Barbara Ruth",retired,Elder,SAnt: Coker UMC,2007,2016,9,0
"Garcia Carlos, Pedro",retired,Elder,Houston: La Trinidad,2002,2003,1,0
"Garcia Carlos, Pedro",retired,Elder,Eagle Pass: La Trinidad,2003,2005,2,0
"Garcia Carlos, Pedro",retired,Elder,Brownsville: El Buen Pastor,2005,2008,3,0
"Garcia Carlos, Pedro",retired,Elder,Alamo: San Pablo,2008,2008,0,0
"Garcia, Daniel",retired,Elder,Brownsville,1970,1972,2,0
"Garcia, Daniel",retired,Elder,Mission,1972,1975,3,0
"Garcia, Daniel",retired,Elder,Dallas: Emanu-el,1975,1977,2,0
"Garcia, Daniel",retired,Elder,Board of Global Ministries,1981,1985,4,0
"Garcia, Daniel",retired,Elder,SW UMC Training Center,1985,1987,2,0
"Garcia, Daniel",retired,Elder,Houston: El Buen Pastor,1987,1988,1,0
"Garcia, Daniel",retired,Elder,El Paso: Emmanuel,1988,1990,2,0
"Garcia, Daniel",retired,Elder,Board of Global Ministries,1990,1992,2,0
"Garcia, Daniel",retired,Elder,Leave of Absense,1992,1992,0,0
"Garcia, Daniel",retired,Elder,Grand Prairie Mid-Cities,2003,2009,6,0
"Garcia, Edward D",leave_other,Other,San Antonio: El Mesias / El Buen Samaritano,1991,1994,3,0
"Garcia, Edward D",leave_other,Other,CC: El Buen Pastor,1994,1995,1,0
"Garcia, Edward D",leave_other,Other,Pharr: La Trinidad,1995,1998,3,0
"Garcia, Edward D",leave_other,Other,Dallas: Casa Emanuel,1998,2002,4,0
"Garcia, Edward D",leave_other,Other,CC: Oak Park/South Bluff,2002,2005,3,0
"Garcia, Edward D",leave_other,Other,MC: El Divino Redentor,2005,2009,4,0
"Garcia, Edward D",leave_other,Other,SAnt: Pollard Memorial,2009,2010,1,0
"Garcia, Edward D",leave_other,Other,Austin: Emmanuel,2010,2015,5,0
"Garcia, Jose M",retired,Elder,Austin: Govalle,1999,2006,7,0
"Garcia, Jose M",retired,Elder,San Antonio: Palo Alto,2006,2010,4,0
"Garcia, Juanita",retired,Local pastor,La Feria: Dios es Amor,1997,2007,10,0
"Garcia, Juanita",retired,Local pastor,Alice: El Mesias/Robstown: El Redentor/San Diego: FUMC,2007,2014,7,0
"Garcia, Juanita",retired,Local pastor,Alice: El Mesias / Robstown: El Redentor,2014,2015,1,0
"Garcia, Juanita",retired,Local pastor,Robstown: El Redentor,2015,2015,0,0
"Garcia, Octaviano Zapata",active_church,Local pastor,Corredor de la Esperanza,2012,2014,2,0
"Garcia, Octaviano Zapata",active_church,Local pastor,UMC SAnt: Aldersgate,2014,2017,3,0
"Garcia, Octaviano Zapata",active_church,Local pastor,SAnt: Trinity UMC,2017,2021,4,0
"Garcia, Octaviano Zapata",active_church,Local pastor,Schertz UMC,2021,2025,4,1
"Garrett, John Lane",retired,Elder,V: First UMC,1981,1985,4,0
"Garrett, John Lane",retired,Elder,CC: First UMC,1985,1992,7,0
"Garza, Emilio G, Jr.",retired,Other,SAnt: La Trinidad,1982,1983,1,0
"Garza, Emilio G, Jr.",retired,Other,Uvalde: La Divina Trinidad,1983,1984,1,0
"Garza, Emilio G, Jr.",retired,Other,Palo Alto,1984,1987,3,0
"Garza, Emilio G, Jr.",retired,Other,Southside Mission,1987,1987,0,0
"Garza, Emilio G, Jr.",retired,Other,Temple: El Divino Salvador,1987,1990,3,0
"Garza, Emilio G, Jr.",retired,Other,Abilene: Bethel,1990,1991,1,0
"Garza, Emilio G, Jr.",retired,Other,Carrizo Springs: La Trinidad,1991,1994,3,0
"Garza, Emilio G, Jr.",retired,Other,Lubbock: La Trinidad,1994,1997,3,0
"Gause, Jack Chavis",leave_other,Elder,Seguin: Wesley Harper UMC,2002,2006,4,0
"Gause, Jack Chavis",leave_other,Elder,Austin: St. Peter's UMC,2006,2024,18,0
"Georgetown, Ricky Wayne",active_church,Elder,SAnt: St. Paul UMC,2025,2025,0,1
"Gibbons, Thomas Field",retired,Elder,SAnt: Albright / Bethany,1995,1998,3,0
"Gibbons, Thomas Field",retired,Elder,Manor UMC,1998,2000,2,0
"Gibbons, Thomas Field",retired,Elder,SAnt: Epworth,2000,2006,6,0
"Gibbons, Thomas Field",retired,Elder,Pleasanton: First UMC,2006,2010,4,0
"Gibson, Sue Nelson",retired,Elder,"NO Appointment Name, Southwest Texas Conference",1986,1986,0,0
"Gibson, Sue Nelson",retired,Elder,Beeville: First UMC,1986,1988,2,0
"Gibson, Sue Nelson",retired,Elder,SAng: First UMC,1988,1992,4,0
"Gibson, Sue Nelson",retired,Elder,Blanco UMC,1992,1996,4,0
"Gibson, Sue Nelson",retired,Elder,CC: Wesley,1996,2000,4,0
"Gibson, Sue Nelson",retired,Elder,SAnt: Coker UMC,2000,2006,6,0
"Gideon, Kate",active_church,Local pastor,Fentress,2022,2024,2,0
"Gideon, Kate",active_church,Local pastor,Sinton: First/Odem UMC,2024,2025,1,1
"Gilliam, David J.",retired,Elder,Austin: First UMC,1988,1995,7,0
"Gilliam, David J.",retired,Elder,Austin: Hyde Park UMC,1995,1997,2,0
